,Unnamed: 0,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
0,,Nifty 50,     16663.00,     16876.65,     16987.90,     16837.85,     16975.35,312.35
1,,NIFTY50 EQL Wgt,     18709.35,     18931.70,     19070.40,     18888.45,     19052.95,343.6
2,,NIFTY100 EQL Wgt,     19531.20,     19753.25,     19930.75,     19727.30,     19916.80,385.6
3,,NIFTY100 LowVol30,     12423.95,     12558.55,     12670.65,     12513.70,     12661.60,237.65
4,,NIFTY Alpha 50,     32981.70,     33423.65,     33581.55,     33290.20,     33510.25,528.55
5,,NIFTY MIDCAP 150,     10534.25,     10653.65,     10747.45,     10637.60,     10739.80,205.55
6,,NIFTY SMLCAP 50,      4650.80,      4712.75,      4729.85,      4692.35,      4715.55,64.75
7,,NIFTY SMLCAP 250,      9067.95,      9182.30,      9206.85,      9139.25,      9168.55,100.6
8,,NIFTY MIDSML 400,     10004.35,     10121.85,     10179.45,     10097.45,     10172.55,168.2
9,,NIFTY200 QUALTY30,     14060.95,     14211.50,     14348.70,     14173.05,     14337.90,276.95
10,,Nifty FinSrv25 50,     16053.10,     16268.90,     16437.25,     16242.00,     16373.00,319.9
11,,NIFTY AlphaLowVol,     16495.10,     16673.50,     16813.35,     16615.30,     16797.75,302.65
12,,Nifty200Momentm30,     19356.15,     19640.45,     19741.95,     19589.85,     19732.30,376.15
13,,Nifty100ESGSecLdr,      2812.60,      2847.75,      2867.60,      2841.05,      2866.20,53.6
14,,NIFTY100 ESG,      3350.80,      3393.20,      3420.75,      3388.15,      3418.75,67.95
15,,NIFTY M150 QLTY50,     16019.30,     16181.50,     16260.60,     16130.05,     16244.90,225.6
16,,NIFTY INDIA MFG,      7630.85,      7719.60,      7782.40,      7696.95,      7775.15,144.3
17,,Nifty IT,     35097.85,     35601.35,     35787.95,     35369.70,     35729.65,631.8
18,,Nifty Next 50,     39567.35,     40015.35,     40491.90,     40004.20,     40462.00,894.65
19,,Nifty Bank,     35022.65,     35555.75,     35806.35,     35461.55,     35748.25,725.6
20,,NIFTY MIDCAP 100,     28021.35,     28353.25,     28604.30,     28310.55,     28584.55,563.2
21,,Nifty 500,     14215.85,     14392.55,     14491.45,     14369.50,     14481.80,265.95
22,,Nifty 100,     16873.45,     17086.00,     17209.50,     17052.60,     17198.00,324.55
23,,Nifty Midcap 50,      7740.10,      7840.85,      7903.90,      7819.10,      7897.10,157.0
24,,Nifty Realty,       421.70,       428.20,       438.05,       427.10,       437.05,15.35
25,,Nifty Infra,      4754.30,      4804.35,      4847.65,      4792.50,      4843.35,89.05
26,,Nifty Energy,     24347.95,     24598.55,     24810.90,     24520.55,     24783.80,435.85
27,,Nifty FMCG,     35649.95,     35978.95,     36338.20,     35769.55,     36273.60,623.65
28,,Nifty MNC,     17640.10,     17835.80,     17958.90,     17761.05,     17942.20,302.1
29,,Nifty Pharma,     13318.85,     13446.50,     13447.30,     13256.10,     13374.50,55.65
30,,Nifty PSE,      3958.15,      3996.90,      4033.70,      3976.40,      4029.90,71.75
31,,Nifty PSU Bank,      2682.90,      2713.65,      2733.40,      2707.15,      2720.60,37.7
32,,Nifty Serv Sector,     23223.40,     23548.20,     23690.60,     23480.95,     23675.70,452.3
33,,India VIX,26.7300,26.7300,26.7300,24.0125,24.1175,-2.6125
34,,Nifty Auto,     10131.30,     10300.60,     10372.45,     10233.50,     10350.10,218.8
35,,Nifty Metal,      5910.10,      5973.85,      6082.05,      5960.95,      6065.70,155.6
36,,Nifty Media,      2133.45,      2171.55,      2173.85,      2133.90,      2147.45,14.0
37,,NIFTY SMLCAP 100,     10036.60,     10175.00,     10201.25,     10110.80,     10154.20,117.6
38,,Nifty 200,      8782.45,      8892.20,      8958.05,      8876.20,      8952.35,169.9
