,Unnamed: 0,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
0,,Nifty 50,     17354.05,     17387.15,     17646.65,     17383.30,     17625.70,271.65
1,,NIFTY50 EQL Wgt,     19382.45,     19427.85,     19653.25,     19425.90,     19635.95,253.5
2,,NIFTY100 EQL Wgt,     20535.15,     20578.45,     20763.70,     20577.45,     20748.75,213.6
3,,NIFTY100 LowVol30,     13230.15,     13254.00,     13331.15,     13250.30,     13312.25,82.1
4,,NIFTY Alpha 50,     34605.05,     34691.60,     35003.60,     34687.95,     34945.85,340.8
5,,NIFTY MIDCAP 150,     11543.55,     11566.00,     11680.75,     11564.70,     11673.45,129.9
6,,NIFTY SMLCAP 50,      5330.75,      5342.90,      5420.35,      5342.05,      5414.70,83.95
7,,NIFTY SMLCAP 250,      9840.00,      9894.50,      9982.30,      9893.55,      9966.35,126.35
8,,NIFTY MIDSML 400,     10928.50,     10962.25,     11064.95,     10961.45,     11057.00,128.5
9,,NIFTY200 QUALTY30,     15166.00,     15189.30,     15312.55,     15187.70,     15294.85,128.85
10,,Nifty FinSrv25 50,     17260.20,     17305.65,     17680.95,     17296.15,     17655.05,394.85
11,,NIFTY AlphaLowVol,     17758.75,     17787.40,     17879.55,     17785.10,     17833.60,74.85
12,,Nifty200Momentm30,     20774.70,     20825.90,     21053.00,     20823.95,     21031.10,256.4
13,,Nifty100ESGSecLdr,      2962.05,      2967.70,      3004.45,      2966.50,      3000.80,38.75
14,,Nifty IT,     38701.00,     38752.60,     39286.35,     38752.55,     39123.80,422.8
15,,Nifty Next 50,     42217.90,     42323.50,     42607.90,     42289.65,     42549.70,331.8
16,,Nifty Bank,     35481.70,     35585.20,     36492.10,     35526.60,     36421.90,940.2
17,,NIFTY MIDCAP 100,     30442.90,     30487.75,     30829.30,     30483.65,     30788.00,345.1
18,,Nifty 500,     14996.20,     15030.50,     15220.05,     15028.55,     15204.60,208.4
19,,Nifty 100,     17618.80,     17654.45,     17894.15,     17651.45,     17874.00,255.2
20,,Nifty Midcap 50,      8410.75,      8429.40,      8535.60,      8424.45,      8524.30,113.55
21,,Nifty Realty,       484.15,       486.10,       495.25,       486.10,       489.65,5.5
22,,Nifty Infra,      4949.90,      4959.00,      5015.10,      4955.65,      5010.30,60.4
23,,Nifty Energy,     22631.95,     22657.85,     22892.75,     22630.30,     22849.25,217.3
24,,Nifty FMCG,     37579.95,     37673.25,     37725.50,     37559.75,     37606.05,26.1
25,,Nifty MNC,     19225.80,     19257.50,     19398.60,     19251.90,     19353.80,128.0
26,,Nifty Pharma,     14223.00,     14247.65,     14280.00,     14148.05,     14156.40,-66.6
