,Unnamed: 0,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
0,,Nifty 50,     16605.95,     16723.20,     16768.95,     16442.95,     16498.05,-107.9
1,,NIFTY50 EQL Wgt,     18762.00,     18948.50,     18992.85,     18581.20,     18641.75,-120.25
2,,NIFTY100 EQL Wgt,     19644.85,     19867.40,     19901.45,     19496.65,     19550.65,-94.2
3,,NIFTY100 LowVol30,     12361.20,     12427.70,     12436.40,     12205.70,     12236.35,-124.85
4,,NIFTY Alpha 50,     32108.20,     32708.30,     32816.30,     32373.45,     32456.90,348.7
5,,NIFTY MIDCAP 150,     10595.85,     10725.35,     10745.55,     10542.65,     10567.80,-28.05
6,,NIFTY SMLCAP 50,      4553.45,      4620.25,      4643.40,      4556.70,      4570.80,17.35
7,,NIFTY SMLCAP 250,      8911.10,      9026.05,      9078.05,      8929.30,      8945.30,34.2
8,,NIFTY MIDSML 400,      9988.55,     10112.75,     10143.95,      9960.90,      9982.55,-6.0
9,,NIFTY200 QUALTY30,     13938.85,     14048.35,     14075.80,     13863.50,     13895.65,-43.2
10,,Nifty FinSrv25 50,     16290.65,     16412.10,     16467.65,     16013.30,     16082.70,-207.95
11,,NIFTY AlphaLowVol,     16322.05,     16420.20,     16433.40,     16142.20,     16175.50,-146.55
12,,Nifty200Momentm30,     19285.65,     19533.90,     19570.00,     19233.25,     19285.40,-0.25
13,,Nifty100ESGSecLdr,      2807.45,      2828.35,      2835.75,      2785.05,      2792.85,-14.6
14,,NIFTY100 ESG,      3358.55,      3390.40,      3395.15,      3332.70,      3341.85,-16.7
15,,NIFTY M150 QLTY50,     16062.60,     16236.70,     16257.90,     15978.45,     16007.00,-55.6
16,,NIFTY INDIA MFG,      7659.90,      7753.75,      7762.75,      7594.45,      7616.00,-43.9
17,,Nifty IT,     33720.00,     34032.20,     34410.70,     33887.55,     34130.30,410.3
18,,Nifty Next 50,     40063.90,     40599.80,     40647.50,     39914.60,     40010.50,-53.4
19,,Nifty Bank,     35372.80,     35621.15,     35804.15,     34721.15,     34944.30,-428.5
20,,NIFTY MIDCAP 100,     28217.10,     28583.60,     28643.70,     28033.90,     28102.90,-114.2
21,,Nifty 500,     14199.80,     14327.70,     14364.60,     14094.30,     14135.95,-63.85
22,,Nifty 100,     16855.70,     16991.00,     17032.95,     16708.10,     16761.60,-94.1
23,,Nifty Midcap 50,      7793.25,      7884.00,      7895.35,      7710.50,      7731.05,-62.2
24,,Nifty Realty,       431.25,       437.80,       439.45,       427.00,       429.00,-2.25
25,,Nifty Infra,      4774.75,      4813.20,      4826.65,      4730.45,      4741.80,-32.95
26,,Nifty Energy,     24520.65,     24826.15,     25027.60,     24788.05,     24968.25,447.6
27,,Nifty FMCG,     35364.45,     35494.10,     35555.85,     34955.55,     35019.60,-344.85
28,,Nifty MNC,     18216.95,     18398.30,     18403.50,     17966.20,     17995.15,-221.8
29,,Nifty Pharma,     12689.55,     12793.60,     12815.30,     12617.15,     12643.75,-45.8
30,,Nifty PSE,      4008.65,      4069.80,      4102.05,      4047.90,      4086.05,77.4
31,,Nifty PSU Bank,      2639.20,      2675.20,      2686.80,      2609.80,      2620.55,-18.65
32,,Nifty Serv Sector,     23026.15,     23190.85,     23269.25,     22879.90,     22965.00,-61.15
33,,India VIX,29.2325,29.2325,29.2325,27.2225,28.1550,-1.0775
34,,Nifty Auto,     10500.45,     10648.60,     10648.60,     10222.25,     10261.10,-239.35
35,,Nifty Metal,      6136.70,      6254.35,      6294.65,      6169.55,      6210.25,73.55
36,,Nifty Media,      2048.20,      2093.10,      2097.50,      2048.90,      2056.15,7.95
37,,NIFTY SMLCAP 100,      9893.70,     10034.15,     10091.05,      9908.85,      9928.55,34.85
38,,Nifty 200,      8782.35,      8858.50,      8879.65,      8708.15,      8735.05,-47.3
39,,Nifty Div Opps 50,      3558.70,      3593.40,      3601.10,      3560.05,      3569.85,11.15
40,,Nifty Commodities,      5732.80,      5813.35,      5831.80,      5711.80,      5732.75,-0.05
41,,Nifty Consumption,      6675.45,      6718.05,      6728.65,      6566.00,      6581.20,-94.25
42,,Nifty Fin Service,     16551.90,     16652.80,     16729.75,     16277.80,     16359.05,-192.85
43,,Nifty50 Div Point,       189.17,       189.17,       189.17,       189.17,       189.17,0.0
44,,Nifty100 Liq 15,      4368.30,      4407.95,      4422.05,      4326.85,      4340.85,-27.45
45,,Nifty CPSE,      2476.50,      2518.15,      2544.00,      2496.40,      2529.30,52.8
46,,Nifty GrowSect 15,      7232.60,      7287.50,      7289.30,      7143.95,      7161.80,-70.8
47,,Nifty50 PR 2x Lev,      7965.95,      8077.70,      8120.65,      7809.45,      7861.70,-104.25
48,,Nifty50 PR 1x Inv,       266.45,       264.60,       269.05,       263.85,       268.20,1.75
49,,Nifty50 TR 2x Lev,     10879.35,     11031.95,     11090.60,     10665.60,     10737.00,-142.35
50,,Nifty50 TR 1x Inv,       228.15,       226.55,       230.40,       225.95,       229.65,1.5
51,,Nifty50 Value 20,      8660.55,      8747.80,      8766.25,      8672.85,      8710.50,49.95
52,,Nifty Mid Liq 15,      6961.75,      7049.10,      7065.20,      6864.90,      6887.30,-74.45
53,,Nifty Pvt Bank,     17959.65,     18094.80,     18179.40,     17660.25,     17774.00,-185.65
54,,NIFTY100 Qualty30,      3687.70,      3716.65,      3723.30,      3653.20,      3662.60,-25.1
55,,Nifty GS 8 13Yr,      2272.85,      2273.28,      2273.28,      2269.17,      2271.75,-1.1
56,,Nifty GS 10Yr,      2027.22,      2027.60,      2027.60,      2021.98,      2025.67,-1.55
57,,Nifty GS 10Yr Cln,       898.76,       898.76,       898.76,       896.25,       897.90,-0.86
58,,Nifty GS 4 8Yr,      2493.41,      2493.81,      2493.81,      2490.12,      2492.31,-1.1
59,,Nifty GS 11 15Yr,      2457.11,      2457.58,      2457.58,      2448.43,      2450.53,-6.58
60,,Nifty GS 15YrPlus,      2692.77,      2693.29,      2693.29,      2675.33,      2676.71,-16.06
61,,Nifty GS Compsite,      2350.64,      2351.06,      2351.06,      2344.83,      2347.21,-3.43
62,,NIFTY HEALTHCARE,      7978.75,      8044.75,      8060.75,      7933.35,      7952.55,-26.2
63,,NIFTY CONSR DURBL,     27527.05,     27764.85,     27864.55,     27107.90,     27174.60,-352.45
64,,NIFTY OIL AND GAS,      7355.85,      7472.45,      7502.40,      7406.95,      7463.00,107.15
65,,NIFTY500 MULTICAP,      9238.95,      9333.70,      9362.55,      9191.40,      9215.30,-23.65
66,,NIFTY LARGEMID250,      9198.15,      9290.95,      9311.00,      9134.80,      9160.05,-38.1
67,,NIFTY MID SELECT,      6989.90,      7068.55,      7086.50,      6894.40,      6915.40,-74.5
68,,NIFTY TOTAL MKT,      7894.75,      7966.60,      7987.75,      7838.10,      7860.95,-33.8
69,,NIFTY MICROCAP250,      9584.00,      9711.15,      9774.85,      9621.10,      9633.60,49.6
70,,NIFTY IND DIGITAL,      6137.85,      6206.10,      6242.90,      6177.50,      6191.30,53.45
71,,ADVANCES,1158,,,,,
72,,DECLINES,948,,,,,
73,,UNCHANGED,55,,,,,
74,,Total securities that have hit their price bands today,274,,,,,
75,,TOP 25 Securities Today :,,,,,,
76,,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs),
77,,VEDL,EQ,       387.30,       395.95,2.23,2329.36,
78,,TATASTEEL,EQ,      1289.35,      1303.30,1.08,2285.94,
79,,ICICIBANK,EQ,       714.85,       698.30,-2.32,1636.92,
80,,ULTRACEMCO,EQ,      6399.35,      5980.70,-6.54,1478.6,
81,,COALINDIA,EQ,       184.80,       188.95,2.25,1416.62,
82,,HDFC,EQ,      2278.10,      2273.00,-0.22,1411.85,
83,,TATAMOTORS,EQ,       447.60,       437.10,-2.35,1311.77,
84,,ASIANPAINT,EQ,      3028.95,      2871.90,-5.18,1284.05,
85,,INFY,EQ,      1702.80,      1720.85,1.06,1265.23,
86,,HDFCBANK,EQ,      1374.25,      1371.00,-0.24,1207.09,
87,,HINDALCO,EQ,       600.10,       606.30,1.03,1129.51,
88,,RELIANCE,EQ,      2398.55,      2378.30,-0.84,1124.65,
89,,SBIN,EQ,       474.25,       467.40,-1.44,957.77,
90,,BAJFINANCE,EQ,      6831.55,      6748.35,-1.22,910.12,
91,,MARUTI,EQ,      7814.20,      7595.55,-2.8,808.78,
92,,WIPRO,EQ,       555.20,       569.55,2.58,739.79,
