,Unnamed: 0,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
0,,Nifty 50,     18257.80,     18185.00,     18286.95,     18119.65,     18255.75,-2.05
1,,NIFTY50 EQL Wgt,     20353.25,     20290.20,     20345.90,     20214.00,     20311.55,-41.7
2,,NIFTY100 EQL Wgt,     21378.90,     21310.55,     21394.50,     21240.75,     21361.25,-17.65
3,,NIFTY100 LowVol30,     13550.90,     13531.60,     13560.60,     13456.80,     13536.75,-14.15
4,,NIFTY Alpha 50,     35966.10,     35906.90,     36039.10,     35695.90,     35989.85,23.75
5,,NIFTY MIDCAP 150,     12039.90,     12010.85,     12070.40,     11967.20,     12036.10,-3.8
6,,NIFTY SMLCAP 50,      5534.50,      5523.90,      5562.30,      5499.00,      5553.65,19.15
7,,NIFTY SMLCAP 250,     10352.60,     10348.85,     10436.30,     10311.05,     10424.00,71.4
8,,NIFTY MIDSML 400,     11430.10,     11410.00,     11471.10,     11369.05,     11452.90,22.8
9,,NIFTY200 QUALTY30,     15435.60,     15396.00,     15407.75,     15289.50,     15358.70,-76.9
10,,Nifty FinSrv25 50,     18392.05,     18307.95,     18389.30,     18231.55,     18350.90,-41.15
11,,NIFTY AlphaLowVol,     18046.00,     18005.35,     18039.90,     17894.25,     18012.10,-33.9
12,,Nifty200Momentm30,     21502.20,     21419.80,     21499.75,     21321.60,     21456.10,-46.1
13,,Nifty100ESGSecLdr,      3083.75,      3072.20,      3093.75,      3061.15,      3089.30,5.55
14,,NIFTY100 ESG,      3718.30,      3704.35,      3726.35,      3688.40,      3721.05,2.75
15,,NIFTY M150 QLTY50,     18279.00,     18247.15,     18311.95,     18181.70,     18282.50,3.5
16,,NIFTY INDIA MFG,      8272.85,      8245.80,      8308.75,      8227.60,      8281.35,8.5
17,,Nifty IT,     38607.00,     38351.35,     38892.65,     38049.60,     38826.85,219.85
18,,Nifty Next 50,     43488.75,     43353.05,     43602.45,     43181.70,     43551.75,63.0
19,,Nifty Bank,     38469.95,     38302.35,     38448.05,     38007.75,     38370.40,-99.55
20,,NIFTY MIDCAP 100,     31997.20,     31913.10,     32092.60,     31788.90,     31989.65,-7.55
21,,Nifty 500,     15721.05,     15667.95,     15754.45,     15619.55,     15730.40,9.35
22,,Nifty 100,     18482.45,     18411.20,     18515.10,     18348.40,     18485.70,3.25
23,,Nifty Midcap 50,      8897.05,      8868.20,      8921.95,      8827.95,      8889.55,-7.5
24,,Nifty Realty,       503.80,       501.35,       511.05,       498.55,       509.60,5.8
25,,Nifty Infra,      5261.85,      5254.45,      5287.30,      5236.15,      5276.85,15.0
26,,Nifty Energy,     24817.55,     24754.45,     24902.50,     24652.25,     24867.85,50.3
27,,Nifty FMCG,     38087.25,     38080.00,     38124.40,     37784.00,     37816.00,-271.25
28,,Nifty MNC,     19648.05,     19603.25,     19682.10,     19532.65,     19560.10,-87.95
29,,Nifty Pharma,     14051.15,     14024.55,     14082.85,     13935.65,     13964.15,-87.0
30,,Nifty PSE,      4114.65,      4107.00,      4141.95,      4094.45,      4138.75,24.1
31,,Nifty PSU Bank,      2786.90,      2773.45,      2794.95,      2760.10,      2783.35,-3.55
32,,Nifty Serv Sector,     25639.00,     25496.50,     25745.05,     25392.65,     25702.65,63.65
33,,India VIX,16.7050,16.7050,17.1000,15.3425,16.5550,-0.15
34,,Nifty Auto,     11686.15,     11618.35,     11728.65,     11592.15,     11643.05,-43.1
35,,Nifty Metal,      5882.75,      5857.75,      5901.90,      5829.60,      5871.40,-11.35
36,,Nifty Media,      2323.80,      2317.40,      2335.50,      2305.85,      2316.75,-7.05
37,,NIFTY SMLCAP 100,     11821.15,     11820.45,     11926.50,     11781.45,     11909.50,88.35
38,,Nifty 200,      9672.75,      9637.05,      9689.10,      9606.60,      9673.90,1.15
39,,Nifty Div Opps 50,      3863.75,      3853.50,      3875.50,      3838.60,      3869.85,6.1
40,,Nifty Commodities,      6023.00,      6007.45,      6043.00,      5984.05,      6024.60,1.6
41,,Nifty Consumption,      7261.60,      7248.95,      7252.30,      7197.75,      7210.75,-50.85
42,,Nifty Fin Service,     18611.80,     18508.05,     18603.60,     18412.00,     18566.10,-45.7
43,,Nifty50 Div Point,       154.60,       154.60,       154.60,       154.60,       154.60,0.0
44,,Nifty100 Liq 15,      4670.05,      4647.90,      4659.90,      4621.90,      4644.95,-25.1
45,,Nifty CPSE,      2445.35,      2437.90,      2453.50,      2428.20,      2447.55,2.2
46,,Nifty GrowSect 15,      7851.75,      7834.55,      7845.55,      7776.95,      7785.70,-66.05
47,,Nifty50 PR 2x Lev,      9752.45,      9673.85,      9782.35,      9605.40,      9749.45,-3.0
48,,Nifty50 PR 1x Inv,       243.05,       244.00,       244.85,       242.65,       243.10,0.05
49,,Nifty50 TR 2x Lev,     13265.40,     13158.45,     13306.05,     13065.40,     13261.25,-4.15
50,,Nifty50 TR 1x Inv,       208.50,       209.35,       210.05,       208.20,       208.55,0.05
51,,Nifty50 Value 20,      9483.05,      9450.20,      9528.30,      9405.30,      9513.75,30.7
52,,Nifty Mid Liq 15,      7796.70,      7776.45,      7833.00,      7737.70,      7809.65,12.95
53,,Nifty Pvt Bank,     19493.60,     19393.15,     19493.95,     19254.60,     19450.65,-42.95
54,,NIFTY100 Qualty30,      4061.05,      4048.95,      4055.75,      4027.20,      4049.40,-11.65
55,,Nifty GS 8 13Yr,      2285.18,      2285.60,      2286.74,      2283.68,      2284.19,-0.99
56,,Nifty GS 10Yr,      2046.15,      2046.51,      2048.40,      2043.33,      2044.17,-1.98
57,,Nifty GS 10Yr Cln,       915.25,       915.25,       916.09,       913.82,       914.20,-1.05
58,,Nifty GS 4 8Yr,      2486.38,      2486.78,      2488.49,      2486.41,      2486.56,0.18
59,,Nifty GS 11 15Yr,      2446.45,      2446.91,      2448.89,      2444.93,      2445.16,-1.29
60,,Nifty GS 15YrPlus,      2649.43,      2649.95,      2649.95,      2649.95,      2649.95,0.52
61,,Nifty GS Compsite,      2349.27,      2349.69,      2350.97,      2348.19,      2348.47,-0.8
62,,NIFTY HEALTHCARE,      8864.15,      8852.65,      8883.70,      8786.30,      8807.60,-56.55
63,,NIFTY CONSR DURBL,     29793.95,     29781.40,     29917.30,     29734.45,     29855.70,61.75
64,,NIFTY OIL AND GAS,      7915.40,      7908.70,      7941.15,      7867.70,      7902.05,-13.35
65,,NIFTY500 MULTICAP,     10368.90,     10341.85,     10402.15,     10309.05,     10387.15,18.25
66,,NIFTY LARGEMID250,     10265.60,     10233.40,     10280.45,     10200.45,     10264.90,-0.7
67,,NIFTY MID SELECT,      7936.90,      7913.80,      7970.65,      7880.05,      7940.60,3.7
68,,NIFTY TOTAL MKT,      8746.25,      8717.20,      8766.75,      8690.40,      8753.40,7.15
69,,NIFTY MICROCAP250,     10929.95,     10920.30,     11071.15,     10890.95,     11045.70,115.75
70,,NIFTY IND DIGITAL,      7263.05,      7241.15,      7306.65,      7201.30,      7300.65,37.6
71,,ADVANCES,1239,,,,,
72,,DECLINES,848,,,,,
73,,UNCHANGED,48,,,,,
74,,Total securities that have hit their price bands today,356,,,,,
75,,TOP 25 Securities Today :,,,,,,
76,,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs),
77,,RELIANCE,EQ,      2535.30,      2539.00,0.15,2341.44,
78,,PAYTM,EQ,      1031.80,      1118.60,8.41,1745.34,
79,,INFY,EQ,      1896.80,      1929.35,1.72,1470.7,
80,,TCS,EQ,      3897.90,      3968.15,1.8,1313.89,
81,,IRCTC,EQ,       868.15,       902.70,3.98,1262.26,
82,,AXISBANK,EQ,       740.70,       721.70,-2.57,1177.65,
83,,MINDTREE,EQ,      4744.10,      4547.95,-4.13,1142.57,
84,,TATAPOWER,EQ,       245.30,       244.40,-0.37,908.88,
85,,HDFCBANK,EQ,      1528.00,      1545.15,1.12,860.41,
86,,WIPRO,EQ,       649.75,       639.80,-1.53,849.41,
87,,MOTHERSUMI,EQ,       234.80,       185.55,-20.98,843.26,
88,,ADANIPORTS,EQ,       772.20,       780.10,1.02,754.7,
89,,HCLTECH,EQ,      1334.25,      1337.20,0.22,742.55,
90,,HFCL,EQ,        85.35,        91.85,7.62,670.25,
91,,TATACONSUM,EQ,       730.20,       762.50,4.42,665.15,
92,,TATAMOTORS,EQ,       511.95,       509.90,-0.4,646.44,
93,,TATASTEEL,EQ,      1221.15,      1213.60,-0.62,640.27,
94,,LT,EQ,      2018.40,      2044.75,1.31,636.96,
95,,ICICIBANK,EQ,       824.70,       820.00,-0.57,617.03,
96,,RBLBANK,EQ,       148.45,       156.50,5.42,615.14,
97,,ASIANPAINT,EQ,      3456.25,      3364.40,-2.66,524.74,
98,,HDFC,EQ,      2756.00,      2712.45,-1.58,478.38,
99,,DELTACORP,EQ,       292.55,       295.95,1.16,448.84,
100,,BAJFINANCE,EQ,      7808.35,      7832.20,0.31,444.52,
101,,POLYCAB,EQ,      2685.15,      2693.90,0.33,444.01,
102,,Top Five Nifty 50 Gainers:,,,,,,
103,,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE,,
104,,TATACONSUM,EQ,       762.50,       730.20,4.42,,
105,,TCS,EQ,      3968.15,      3897.90,1.8,,
106,,IOC,EQ,       123.30,       121.15,1.77,,
107,,INFY,EQ,      1929.35,      1896.80,1.72,,
108,,LT,EQ,      2044.75,      2018.40,1.31,,
109,,Top Five Nifty 50 Losers:,,,,,,
110,,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE,,
111,,ASIANPAINT,EQ,      3364.40,      3456.25,-2.66,,
112,,AXISBANK,EQ,       721.70,       740.70,-2.57,,
113,,HINDUNILVR,EQ,      2363.70,      2414.20,-2.09,,
114,,UPL,EQ,       824.65,       841.00,-1.94,,
115,,ONGC,EQ,       161.05,       163.95,-1.77,,
116,,Securities Price Volume Data in Normal market,,,,,,
117,,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY,,
118,,1018GS2026,GS,        97.00,                       97.00,1,,
119,,20MICRONS,EQ,        96.80,                234030773.55,2453246,,
120,,21STCENMGM,EQ,        46.15,                   916670.40,19795,,
121,,3IINFOLTD,EQ,        90.90,                205332338.05,2272241,,
122,,3MINDIA,EQ,     25093.70,                 66298587.55,2642,,
123,,3PLAND,BE,        24.85,                   956025.05,38260,,
124,,5PAISA,EQ,       423.25,                  9982648.30,23431,,
125,,610GS2031,GS,       100.25,                      295.00,3,,
126,,622GS2035,GS,        94.06,                     9123.82,97,,
127,,63MOONS,EQ,       338.00,                146387382.20,439419,,
128,,667GS2035,GS,        98.50,                   228298.50,2301,,
129,,667GS2050,GS,        95.99,                   475195.34,4950,,
130,,676GS2061,GS,       100.00,                   150306.50,1503,,
131,,68GS2060,GS,       104.40,                     4385.40,42,,
132,,695GS2061,GS,        95.10,                    38040.00,400,,
133,,699GS2051,GS,        98.51,                    65018.50,660,,
134,,706GS2046,GS,       106.05,                      212.10,2,,
135,,727GS2026,GS,       107.10,                      213.10,2,,
136,,A2ZINFRA,EQ,        12.35,                 50713865.85,4064044,,
137,,AAATECH,SM,        68.00,                   204000.00,3000,,
138,,AAKASH,EQ,       268.65,                 30100926.10,112923,,
139,,AAREYDRUGS,EQ,        54.20,                  9327762.00,173635,,
140,,AARON,EQ,       133.50,                   788237.35,5914,,
141,,AARTIDRUGS,EQ,       527.45,                 42408912.75,80577,,
142,,AARTIIND,EQ,      1098.15,                379679792.85,344706,,
143,,AARTISURF,EQ,      1052.30,                  7678152.15,7296,,
144,,AARVEEDEN,EQ,        31.45,                  1457600.45,46515,,
145,,AARVI,EQ,        91.25,                  1854435.25,20398,,
146,,AAVAS,EQ,      2770.95,                211856574.20,76750,,
147,,ABAN,EQ,        49.55,                  6394333.65,129082,,
148,,ABB,EQ,      2341.55,                444832890.95,190526,,
149,,ABCAPITAL,EQ,       133.50,                608444757.25,4529973,,
150,,ABCOTS,ST,        46.70,                   934000.00,20000,,
151,,ABFRL,EQ,       308.00,               1469176711.85,4749708,,
152,,ABMINTLLTD,EQ,        98.35,                   133174.80,1363,,
153,,ABSLAMC,EQ,       586.60,                205750433.30,354577,,
154,,ABSLBANETF,EQ,        38.24,                   137247.53,3610,,
155,,ABSLNN50ET,EQ,        44.45,                    74066.94,1671,,
156,,ACCELYA,EQ,      1091.05,                 21866826.40,20062,,
157,,ACCURACY,EQ,       217.55,                 11265095.10,51289,,
158,,ACE,EQ,       232.05,                 60428926.05,259978,,
159,,ACRYSIL,EQ,       844.45,                 50200211.20,59484,,
160,,ADANIGREEN,EQ,      1697.95,               1102595533.00,656706,,
161,,ADANIPOWER,EQ,       117.15,               1792988329.30,15228552,,
162,,ADFFOODS,EQ,       827.30,                 15819092.90,19063,,
163,,ADL,BE,        57.00,                   248900.40,4443,,
164,,ADORWELD,EQ,       731.80,                 13215600.20,18075,,
165,,ADROITINFO,BE,        14.45,                  1460541.20,101083,,
166,,ADSL,EQ,       162.55,                 45043226.15,273836,,
167,,ADVANIHOTR,EQ,        82.00,                  1858570.70,22650,,
168,,ADVENZYMES,EQ,       332.45,                 34858857.70,105556,,
169,,AEGISCHEM,EQ,       227.25,                461782472.75,2070541,,
170,,AFFLE,EQ,      1480.30,               1670766780.20,1123159,,
171,,AGARIND,EQ,       508.20,                 28359269.40,55592,,
172,,AGRITECH,EQ,        68.00,                   967145.70,14512,,
173,,AGROPHOS,EQ,        25.05,                  1976472.40,79262,,
174,,AHLADA,EQ,       136.10,                  1764602.05,12930,,
175,,AHLEAST,EQ,       196.85,                  5371239.05,27653,,
176,,AHLUCONT,EQ,       417.85,                  1834689.70,4396,,
177,,AIAENG,EQ,      1870.40,                 25940866.60,13833,,
178,,AILIMITED,SM,        25.50,                    76500.00,3000,,
179,,AIRAN,EQ,        23.80,                 39154311.80,1612449,,
180,,AIROLAM,EQ,        74.20,                  1126967.50,15261,,
181,,AIRTELPP,E1,       382.50,                106729204.75,280011,,
182,,AISL,SM,        58.40,                   206280.00,3600,,
183,,AJANTPHARM,EQ,      2307.10,                 83665991.75,36340,,
184,,AJMERA,EQ,       407.75,                 63300503.95,157297,,
185,,AJOONI,EQ,        72.00,                 11630845.00,158426,,
186,,AJRINFRA,BE,         3.25,                 39636771.05,12672421,,
187,,AKASH,BE,       174.60,                   896909.85,5147,,
188,,AKG,EQ,        55.85,                  2030971.75,36143,,
