,Unnamed: 0,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
0,,Nifty 50,     18212.35,     18257.00,     18272.25,     18163.80,     18257.80,45.45
1,,NIFTY50 EQL Wgt,     20242.45,     20275.30,     20366.80,     20224.90,     20353.25,110.8
2,,NIFTY100 EQL Wgt,     21258.80,     21311.50,     21395.55,     21252.60,     21378.90,120.1
3,,NIFTY100 LowVol30,     13554.55,     13577.65,     13580.40,     13510.45,     13550.90,-3.65
4,,NIFTY Alpha 50,     35551.15,     35711.75,     36005.00,     35581.20,     35966.10,414.95
5,,NIFTY MIDCAP 150,     11980.05,     12014.10,     12052.20,     11931.35,     12039.90,59.85
6,,NIFTY SMLCAP 50,      5500.10,      5518.60,      5548.95,      5502.95,      5534.50,34.4
7,,NIFTY SMLCAP 250,     10292.35,     10327.05,     10364.60,     10265.50,     10352.60,60.25
8,,NIFTY MIDSML 400,     11370.15,     11404.35,     11441.80,     11330.45,     11430.10,59.95
9,,NIFTY200 QUALTY30,     15399.75,     15441.40,     15460.25,     15375.55,     15435.60,35.85
10,,Nifty FinSrv25 50,     18442.95,     18470.95,     18470.95,     18342.30,     18392.05,-50.9
11,,NIFTY AlphaLowVol,     18032.40,     18059.60,     18065.85,     17943.45,     18046.00,13.6
12,,Nifty200Momentm30,     21394.10,     21406.10,     21514.70,     21220.40,     21502.20,108.1
13,,Nifty100ESGSecLdr,      3074.15,      3084.80,      3086.10,      3067.80,      3083.75,9.6
14,,NIFTY100 ESG,      3714.45,      3723.05,      3723.60,      3696.35,      3718.30,3.85
15,,NIFTY M150 QLTY50,     18181.70,     18236.35,     18312.25,     18151.45,     18279.00,97.3
16,,NIFTY INDIA MFG,      8178.05,      8198.30,      8278.95,      8182.10,      8272.85,94.8
17,,Nifty IT,     38604.75,     38768.85,     38886.85,     38151.05,     38607.00,2.25
18,,Nifty Next 50,     43295.75,     43446.45,     43531.10,     43205.90,     43488.75,193.0
19,,Nifty Bank,     38727.55,     38717.55,     38717.55,     38376.15,     38469.95,-257.6
20,,NIFTY MIDCAP 100,     31791.55,     31868.00,     32029.75,     31661.60,     31997.20,205.65
21,,Nifty 500,     15667.90,     15710.30,     15730.95,     15629.45,     15721.05,53.15
22,,Nifty 100,     18430.25,     18478.55,     18495.65,     18385.00,     18482.45,52.2
23,,Nifty Midcap 50,      8840.10,      8858.75,      8905.30,      8796.90,      8897.05,56.95
24,,Nifty Realty,       507.45,       508.80,       508.85,       500.45,       503.80,-3.65
25,,Nifty Infra,      5227.40,      5237.35,      5267.25,      5224.30,      5261.85,34.45
26,,Nifty Energy,     24515.80,     24629.90,     24847.10,     24505.55,     24817.55,301.75
27,,Nifty FMCG,     37992.95,     38092.30,     38141.05,     37922.35,     38087.25,94.3
28,,Nifty MNC,     19573.40,     19626.30,     19670.40,     19546.85,     19648.05,74.65
29,,Nifty Pharma,     13833.70,     13856.50,     14097.45,     13843.60,     14051.15,217.45
30,,Nifty PSE,      4067.70,      4084.25,      4120.25,      4072.60,      4114.65,46.95
31,,Nifty PSU Bank,      2770.60,      2771.95,      2799.75,      2756.50,      2786.90,16.3
32,,Nifty Serv Sector,     25675.30,     25752.20,     25752.20,     25510.00,     25639.00,-36.3
33,,India VIX,17.1825,17.1825,17.5250,16.6075,16.7050,-0.4775
34,,Nifty Auto,     11645.90,     11642.70,     11697.10,     11507.50,     11686.15,40.25
35,,Nifty Metal,      5685.00,      5715.70,      5896.05,      5704.60,      5882.75,197.75
36,,Nifty Media,      2311.40,      2312.15,      2331.80,      2305.95,      2323.80,12.4
37,,NIFTY SMLCAP 100,     11749.10,     11799.10,     11844.35,     11731.75,     11821.15,72.05
38,,Nifty 200,      9640.75,      9665.75,      9679.45,      9616.25,      9672.75,32.0
39,,Nifty Div Opps 50,      3821.55,      3842.25,      3867.25,      3831.00,      3863.75,42.2
40,,Nifty Commodities,      5937.70,      5957.95,      6031.25,      5938.15,      6023.00,85.3
41,,Nifty Consumption,      7265.65,      7277.80,      7277.80,      7233.10,      7261.60,-4.05
42,,Nifty Fin Service,     18684.75,     18705.10,     18705.10,     18560.40,     18611.80,-72.95
43,,Nifty50 Div Point,       154.60,       154.60,       154.60,       154.60,       154.60,0.0
44,,Nifty100 Liq 15,      4648.60,      4654.55,      4674.80,      4645.45,      4670.05,21.45
45,,Nifty CPSE,      2422.25,      2433.80,      2458.95,      2424.10,      2445.35,23.1
46,,Nifty GrowSect 15,      7801.40,      7817.30,      7859.25,      7801.45,      7851.75,50.35
47,,Nifty50 PR 2x Lev,      9705.00,      9751.65,      9767.15,      9652.70,      9752.45,47.45
48,,Nifty50 PR 1x Inv,       243.60,       243.05,       244.30,       242.85,       243.05,-0.55
49,,Nifty50 TR 2x Lev,     13200.80,     13264.30,     13285.35,     13129.65,     13265.40,64.6
50,,Nifty50 TR 1x Inv,       209.00,       208.50,       209.55,       208.35,       208.50,-0.5
51,,Nifty50 Value 20,      9430.30,      9466.80,      9498.00,      9411.55,      9483.05,52.75
52,,Nifty Mid Liq 15,      7742.30,      7761.85,      7809.15,      7699.90,      7796.70,54.4
53,,Nifty Pvt Bank,     19613.95,     19620.15,     19620.15,     19435.75,     19493.60,-120.35
54,,NIFTY100 Qualty30,      4063.90,      4074.25,      4074.40,      4050.20,      4061.05,-2.85
55,,Nifty GS 8 13Yr,      2281.89,      2282.31,      2286.14,      2282.31,      2286.14,4.25
56,,Nifty GS 10Yr,      2042.07,      2042.43,      2047.62,      2042.43,      2047.62,5.55
57,,Nifty GS 10Yr Cln,       913.58,       913.58,       915.90,       913.58,       915.90,2.32
58,,Nifty GS 4 8Yr,      2480.78,      2481.18,      2487.48,      2481.18,      2487.48,6.7
59,,Nifty GS 11 15Yr,      2441.10,      2441.56,      2447.70,      2441.56,      2447.70,6.6
60,,Nifty GS 15YrPlus,      2644.45,      2644.97,      2647.36,      2644.97,      2647.36,2.91
61,,Nifty GS Compsite,      2344.41,      2344.82,      2350.12,      2344.82,      2350.12,5.71
62,,NIFTY HEALTHCARE,      8742.75,      8759.05,      8895.45,      8751.75,      8864.15,121.4
63,,NIFTY CONSR DURBL,     29831.80,     29916.05,     29919.80,     29595.80,     29793.95,-37.85
64,,NIFTY OIL AND GAS,      7867.95,      7878.80,      7924.95,      7839.15,      7915.40,47.45
65,,NIFTY500 MULTICAP,     10326.20,     10355.75,     10374.25,     10302.30,     10368.90,42.7
