,Unnamed: 0,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
0,,Nifty 50,     17780.00,     17767.75,     17781.15,     17511.15,     17560.20,-219.8
1,,NIFTY50 EQL Wgt,     19937.60,     19923.95,     19939.50,     19689.10,     19748.90,-188.7
2,,NIFTY100 EQL Wgt,     20871.10,     20860.25,     20868.35,     20684.60,     20728.90,-142.2
3,,NIFTY100 LowVol30,     13200.30,     13184.95,     13194.65,     13064.35,     13092.95,-107.35
4,,NIFTY Alpha 50,     34465.60,     34481.90,     34487.25,     34077.90,     34139.35,-326.25
5,,NIFTY MIDCAP 150,     11661.70,     11660.15,     11660.30,     11523.85,     11547.60,-114.1
6,,NIFTY SMLCAP 50,      5276.85,      5295.90,      5300.00,      5245.05,      5252.15,-24.7
7,,NIFTY SMLCAP 250,     10051.30,     10096.05,     10104.70,     10033.85,     10050.15,-1.15
8,,NIFTY MIDSML 400,     11079.50,     11094.30,     11095.05,     10987.20,     11005.45,-74.05
9,,NIFTY200 QUALTY30,     14641.00,     14631.65,     14642.10,     14506.35,     14530.85,-110.15
10,,Nifty FinSrv25 50,     18120.30,     18113.65,     18132.45,     17817.20,     17870.55,-249.75
11,,NIFTY AlphaLowVol,     17102.45,     17097.40,     17110.30,     16916.30,     16947.95,-154.5
12,,Nifty200Momentm30,     20325.20,     20303.05,     20312.85,     20033.30,     20084.25,-240.95
13,,Nifty100ESGSecLdr,      2981.15,      2979.95,      2982.65,      2935.20,      2942.95,-38.2
14,,NIFTY100 ESG,      3590.30,      3588.70,      3591.35,      3548.30,      3556.20,-34.1
15,,NIFTY M150 QLTY50,     17508.05,     17537.40,     17537.40,     17252.75,     17281.55,-226.5
16,,NIFTY INDIA MFG,      8051.70,      8057.50,      8070.10,      7997.95,      8015.25,-36.45
17,,Nifty IT,     35788.75,     35656.85,     35693.40,     34962.45,     35056.80,-731.95
18,,Nifty Next 50,     42249.10,     42198.00,     42233.60,     41942.60,     42030.15,-218.95
19,,Nifty Bank,     39330.50,     39255.70,     39424.85,     38861.15,     39010.00,-320.5
20,,NIFTY MIDCAP 100,     30971.55,     30948.60,     30949.25,     30604.80,     30673.90,-297.65
21,,Nifty 500,     15293.35,     15289.15,     15296.35,     15101.00,     15135.90,-157.45
22,,Nifty 100,     17998.75,     17985.10,     17996.30,     17749.40,     17794.70,-204.05
23,,Nifty Midcap 50,      8569.40,      8557.05,      8561.45,      8448.35,      8469.90,-99.5
24,,Nifty Realty,       495.50,       495.80,       499.40,       484.80,       486.90,-8.6
25,,Nifty Infra,      5120.15,      5117.55,      5125.95,      5042.15,      5053.90,-66.25
26,,Nifty Energy,     24998.95,     24944.95,     25032.60,     24678.90,     24728.95,-270.0
27,,Nifty FMCG,     37581.50,     37570.20,     37699.70,     37338.70,     37467.20,-114.3
28,,Nifty MNC,     19202.85,     19176.25,     19248.00,     19102.65,     19135.35,-67.5
29,,Nifty Pharma,     13643.65,     13656.85,     13667.05,     13561.25,     13617.60,-26.05
30,,Nifty PSE,      4157.75,      4143.80,      4160.30,      4100.60,      4111.35,-46.4
31,,Nifty PSU Bank,      3066.10,      3063.25,      3099.90,      3043.40,      3050.75,-15.35
32,,Nifty Serv Sector,     25070.65,     25014.65,     25037.50,     24621.35,     24692.50,-378.15
33,,India VIX,18.6500,18.6500,19.5950,17.4075,19.1600,0.51
34,,Nifty Auto,     11632.40,     11648.70,     11840.45,     11633.60,     11683.40,51.0
35,,Nifty Metal,      5779.70,      5741.55,      5819.15,      5725.15,      5761.60,-18.1
36,,Nifty Media,      2286.95,      2278.85,      2299.70,      2261.35,      2273.55,-13.4
37,,NIFTY SMLCAP 100,     11340.00,     11378.95,     11388.65,     11282.50,     11301.25,-38.75
38,,Nifty 200,      9411.95,      9404.85,      9409.85,      9284.30,      9307.45,-104.5
39,,Nifty Div Opps 50,      3775.30,      3767.00,      3769.75,      3727.00,      3735.45,-39.85
40,,Nifty Commodities,      5904.85,      5889.85,      5914.55,      5836.50,      5852.95,-51.9
41,,Nifty Consumption,      7054.70,      7059.60,      7078.55,      7016.20,      7035.50,-19.2
