,Unnamed: 0,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
0,,Nifty 50,     17625.70,     17681.40,     17827.60,     17593.55,     17805.25,179.55
1,,NIFTY50 EQL Wgt,     19635.95,     19707.45,     19791.05,     19611.25,     19768.60,132.65
2,,NIFTY100 EQL Wgt,     20748.75,     20834.60,     20855.70,     20682.65,     20825.85,77.1
3,,NIFTY100 LowVol30,     13312.25,     13344.55,     13423.30,     13282.30,     13408.55,96.3
4,,NIFTY Alpha 50,     34945.85,     35119.90,     35182.90,     34772.40,     35021.30,75.45
5,,NIFTY MIDCAP 150,     11673.45,     11718.90,     11743.45,     11632.75,     11702.10,28.65
6,,NIFTY SMLCAP 50,      5414.70,      5438.75,      5452.50,      5387.80,      5426.25,11.55
7,,NIFTY SMLCAP 250,      9966.35,     10033.15,     10048.85,      9947.65,     10018.45,52.1
8,,NIFTY MIDSML 400,     11057.00,     11109.95,     11130.10,     11024.75,     11093.90,36.9
9,,NIFTY200 QUALTY30,     15294.85,     15324.50,     15366.50,     15215.00,     15348.55,53.7
10,,Nifty FinSrv25 50,     17655.05,     17711.50,     17851.40,     17628.35,     17833.20,178.15
11,,NIFTY AlphaLowVol,     17833.60,     17880.45,     17933.20,     17736.05,     17911.55,77.95
12,,Nifty200Momentm30,     21031.10,     21114.10,     21138.20,     20877.35,     21107.40,76.3
13,,Nifty100ESGSecLdr,      3000.80,      3010.05,      3031.15,      2992.25,      3027.80,27.0
14,,Nifty IT,     39123.80,     39243.50,     39446.70,     38828.60,     39370.70,246.9
15,,Nifty Next 50,     42549.70,     42746.80,     42776.80,     42247.15,     42556.35,6.65
16,,Nifty Bank,     36421.90,     36551.25,     36887.80,     36374.40,     36840.15,418.25
17,,NIFTY MIDCAP 100,     30788.00,     30911.00,     30980.65,     30686.90,     30870.35,82.35
18,,Nifty 500,     15204.60,     15260.90,     15333.60,     15168.15,     15318.75,114.15
19,,Nifty 100,     17874.00,     17934.50,     18051.50,     17831.50,     18030.95,156.95
20,,Nifty Midcap 50,      8524.30,      8558.20,      8583.35,      8497.00,      8559.15,34.85
21,,Nifty Realty,       489.65,       492.35,       493.50,       484.25,       487.05,-2.6
22,,Nifty Infra,      5010.30,      5028.50,      5072.80,      5014.95,      5068.70,58.4
23,,Nifty Energy,     22849.25,     22962.80,     23417.25,     22924.65,     23370.35,521.1
24,,Nifty FMCG,     37606.05,     37687.60,     37842.65,     37477.75,     37800.35,194.3
25,,Nifty MNC,     19353.80,     19445.70,     19461.90,     19253.20,     19387.70,33.9
26,,Nifty Pharma,     14156.40,     14207.05,     14239.45,     14017.55,     14040.65,-115.75
27,,Nifty PSE,      3889.00,      3909.00,      3970.00,      3906.50,      3952.45,63.45
28,,Nifty PSU Bank,      2584.70,      2595.30,      2631.15,      2584.20,      2616.75,32.05
29,,Nifty Serv Sector,     24838.60,     24917.75,     25125.05,     24776.30,     25091.15,252.55
30,,India VIX,16.4525,16.4525,16.6750,15.7100,16.1200,-0.3325
31,,Nifty Auto,     11114.55,     11165.00,     11171.05,     11058.25,     11139.40,24.85
32,,Nifty Metal,      5628.10,      5663.80,      5670.90,      5559.90,      5606.85,-21.25
33,,Nifty Media,      2251.20,      2251.60,      2279.50,      2238.70,      2251.40,0.2
34,,NIFTY SMLCAP 100,     11418.45,     11473.70,     11495.55,     11349.65,     11455.00,36.55
35,,Nifty 200,      9348.00,      9380.40,      9432.30,      9325.55,      9422.45,74.45
36,,Nifty Div Opps 50,      3755.05,      3767.50,      3795.55,      3752.20,      3791.40,36.35
37,,Nifty Commodities,      5671.75,      5698.15,      5718.60,      5659.45,      5712.50,40.75
38,,Nifty Consumption,      7090.70,      7114.80,      7140.40,      7070.45,      7132.10,41.4
39,,Nifty Fin Service,     17761.05,     17816.35,     17994.35,     17726.85,     17972.95,211.9
40,,Nifty50 Div Point,       154.60,       154.60,       154.60,       154.60,       154.60,0.0
41,,Nifty100 Liq 15,      4425.30,      4447.25,      4487.75,      4433.30,      4481.65,56.35
42,,Nifty CPSE,      2296.50,      2307.50,      2361.40,      2306.25,      2349.10,52.6
43,,Nifty GrowSect 15,      7684.00,      7714.90,      7735.05,      7666.25,      7703.65,19.65
44,,Nifty50 PR 2x Lev,      9101.40,      9158.10,      9308.75,      9068.10,      9286.00,184.6
45,,Nifty50 PR 1x Inv,       251.60,       250.85,       252.10,       248.75,       249.10,-2.5
46,,Nifty50 TR 2x Lev,     12379.80,     12456.95,     12661.85,     12334.55,     12630.90,251.1
47,,Nifty50 TR 1x Inv,       215.90,       215.20,       216.30,       213.45,       213.70,-2.2
48,,Nifty50 Value 20,      9265.10,      9291.65,      9367.90,      9246.75,      9355.05,89.95
49,,Nifty Mid Liq 15,      7294.65,      7321.05,      7368.60,      7282.05,      7351.45,56.8
50,,Nifty Pvt Bank,     18531.85,     18604.90,     18720.95,     18481.15,     18682.20,150.35
51,,NIFTY100 Qualty30,      4007.70,      4016.70,      4033.80,      3989.50,      4028.10,20.4
52,,Nifty GS 8 13Yr,      2300.03,      2300.44,      2300.44,      2293.59,      2294.00,-6.03
53,,Nifty GS 10Yr,      2057.67,      2058.01,      2058.01,      2049.76,      2050.43,-7.24
54,,Nifty GS 10Yr Cln,       922.17,       922.17,       922.17,       918.36,       918.67,-3.5
55,,Nifty GS 4 8Yr,      2491.20,      2491.60,      2491.60,      2484.93,      2486.01,-5.19
56,,Nifty GS 11 15Yr,      2464.39,      2464.85,      2464.85,      2452.79,      2454.17,-10.22
57,,Nifty GS 15YrPlus,      2693.38,      2693.90,      2695.12,      2677.30,      2677.30,-16.08
58,,Nifty GS Compsite,      2363.63,      2364.04,      2364.04,      2354.32,      2354.83,-8.8
59,,NIFTY HEALTHCARE,      8928.85,      8960.15,      8975.80,      8837.80,      8853.60,-75.25
60,,NIFTY CONSR DURBL,     29439.20,     29490.60,     29633.50,     29283.20,     29587.00,147.8
61,,NIFTY OIL AND GAS,      7432.60,      7466.30,      7539.85,      7452.00,      7532.30,99.7
62,,NIFTY500 MULTICAP,     10022.50,     10066.05,     10093.70,      9999.40,     10085.45,62.95
63,,NIFTY LARGEMID250,      9940.40,      9976.60,     10005.30,      9915.30,      9996.20,55.8
64,,ADVANCES,1115,,,,,
65,,DECLINES,1013,,,,,
66,,UNCHANGED,47,,,,,
67,,Total securities that have hit their price bands today,425,,,,,
68,,TOP 25 Securities Today :,,,,,,
69,,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs),
70,,RELIANCE,EQ,      2403.85,      2458.10,2.26,1220.15,
71,,TATAMOTORS,EQ,       497.60,       489.60,-1.61,1181.15,
72,,SBIN,EQ,       470.80,       483.50,2.7,1117.99,
73,,TCS,EQ,      3817.75,      3884.75,1.75,960.43,
74,,VEDL,EQ,       353.80,       335.25,-5.24,954.93,
75,,ICICIBANK,EQ,       764.70,       772.85,1.07,936.07,
76,,BALRAMCHIN,EQ,       374.30,       427.30,14.16,778.04,
77,,INFY,EQ,      1898.45,      1899.15,0.04,740.81,
78,,TATAPOWER,EQ,       223.40,       226.30,1.3,730.27,
79,,BAJFINANCE,EQ,      7219.60,      7343.00,1.71,699.88,
80,,TATASTEEL,EQ,      1142.45,      1148.80,0.56,685.9,
81,,AXISBANK,EQ,       696.35,       709.15,1.84,685.32,
82,,HDFCBANK,EQ,      1519.65,      1528.55,0.59,673.9,
83,,AFFLE,EQ,      1194.25,      1317.40,10.31,534.76,
84,,HDFC,EQ,      2636.40,      2675.30,1.48,489.93,
85,,KOTAKBANK,EQ,      1824.45,      1852.60,1.54,485.67,
86,,TECHM,EQ,      1784.80,      1789.80,0.28,482.32,
87,,BHARTIARTL,EQ,       691.30,       697.45,0.89,451.53,
88,,HCLTECH,EQ,      1326.15,      1333.45,0.55,445.86,
89,,NTPC,EQ,       126.00,       132.90,5.48,445.58,
90,,IDEA,EQ,        15.55,        15.25,-1.93,441.6,
91,,RBLBANK,EQ,       132.75,       130.85,-1.43,430.04,
92,,COFORGE,EQ,      5973.15,      6105.40,2.21,407.2,
93,,BAJAJFINSV,EQ,     16981.30,     17135.45,0.91,392.61,
94,,IEX,EQ,       258.20,       261.65,1.34,392.04,
95,,Top Five Nifty 50 Gainers:,,,,,,
96,,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE,,
97,,NTPC,EQ,       132.90,       126.00,5.48,,
98,,ONGC,EQ,       147.80,       143.05,3.32,,
99,,POWERGRID,EQ,       210.60,       205.00,2.73,,
100,,SBIN,EQ,       483.50,       470.80,2.7,,
101,,TITAN,EQ,      2583.00,      2523.85,2.34,,
102,,Top Five Nifty 50 Losers:,,,,,,
103,,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE,,
104,,TATAMOTORS,EQ,       489.60,       497.60,-1.61,,
105,,COALINDIA,EQ,       153.00,       155.30,-1.48,,
106,,SUNPHARMA,EQ,       837.70,       848.95,-1.33,,
107,,TATACONSUM,EQ,       738.85,       748.00,-1.22,,
108,,SHREECEM,EQ,     26954.10,     27247.40,-1.08,,
109,,Securities Price Volume Data in Normal market,,,,,,
110,,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY,,
111,,20MICRONS,EQ,        60.65,                 22604012.00,369132,,
112,,21STCENMGM,EQ,        47.40,                  1777161.25,37537,,
113,,3IINFOLTD,EQ,        92.60,                151143826.55,1617813,,
114,,3MINDIA,EQ,     25612.45,                155245112.05,5996,,
115,,3PLAND,EQ,        18.90,                  2329080.35,123537,,
116,,522GS2025,GS,        99.80,                       99.80,1,,
117,,5PAISA,EQ,       422.20,                 15652518.30,36658,,
118,,63MOONS,EQ,       251.50,                194729075.30,778049,,
119,,667GS2050,GS,        97.74,                    70372.90,720,,
120,,676GS2061,GS,       100.00,                    82410.00,824,,
121,,695GS2061,GS,        99.98,                   866723.00,8700,,
122,,699GS2051,GS,        99.50,                    19900.00,200,,
123,,737GS2023,GS,       104.25,                    52125.00,500,,
