,Unnamed: 0,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
0,,Nifty 50,     17938.40,     17921.00,     17943.70,     17648.45,     17757.00,-181.4
1,,NIFTY50 EQL Wgt,     20009.60,     20035.25,     20083.20,     19762.55,     19871.55,-138.05
2,,NIFTY100 EQL Wgt,     21052.50,     21078.20,     21133.70,     20870.60,     20970.20,-82.3
3,,NIFTY100 LowVol30,     13283.95,     13288.55,     13310.00,     13121.85,     13186.85,-97.1
4,,NIFTY Alpha 50,     35470.05,     35526.90,     35714.85,     35407.95,     35675.05,205.0
5,,NIFTY MIDCAP 150,     11830.60,     11826.95,     11867.70,     11749.45,     11801.20,-29.4
6,,NIFTY SMLCAP 50,      5452.80,      5456.15,      5473.00,      5400.15,      5415.85,-36.95
7,,NIFTY SMLCAP 250,     10281.15,     10283.40,     10358.10,     10241.45,     10269.25,-11.9
8,,NIFTY MIDSML 400,     11269.75,     11268.15,     11320.25,     11204.00,     11246.60,-23.15
9,,NIFTY200 QUALTY30,     14930.40,     14943.25,     14960.00,     14750.55,     14802.45,-127.95
10,,Nifty FinSrv25 50,     18068.55,     18064.90,     18091.70,     17828.75,     17965.95,-102.6
11,,NIFTY AlphaLowVol,     17489.10,     17487.45,     17534.15,     17320.60,     17389.25,-99.85
12,,Nifty200Momentm30,     20891.85,     20915.45,     20982.50,     20740.45,     20854.50,-37.35
13,,Nifty100ESGSecLdr,      3036.10,      3035.15,      3037.90,      2986.15,      3005.35,-30.75
14,,NIFTY100 ESG,      3654.20,      3655.25,      3657.65,      3603.85,      3623.20,-31.0
15,,NIFTY M150 QLTY50,     17937.75,     17933.45,     17993.80,     17888.60,     17955.50,17.75
16,,NIFTY INDIA MFG,      8192.00,      8194.90,      8216.30,      8117.70,      8153.65,-38.35
17,,Nifty IT,     37281.70,     37175.00,     37249.05,     36512.50,     36662.20,-619.5
18,,Nifty Next 50,     42928.20,     42990.85,     43081.25,     42689.10,     42895.85,-32.35
19,,Nifty Bank,     38041.35,     38106.10,     38167.95,     37591.85,     37850.85,-190.5
20,,NIFTY MIDCAP 100,     31363.30,     31352.05,     31483.00,     31156.40,     31312.05,-51.25
21,,Nifty 500,     15472.50,     15464.45,     15486.15,     15280.55,     15361.10,-111.4
22,,Nifty 100,     18179.70,     18168.25,     18187.60,     17915.75,     18021.10,-158.6
23,,Nifty Midcap 50,      8679.50,      8676.95,      8712.85,      8611.25,      8655.15,-24.35
24,,Nifty Realty,       501.90,       503.20,       506.50,       499.65,       503.05,1.15
25,,Nifty Infra,      5192.70,      5192.30,      5207.85,      5149.00,      5185.50,-7.2
26,,Nifty Energy,     25293.95,     25241.95,     25339.65,     25049.80,     25270.10,-23.85
27,,Nifty FMCG,     37106.40,     37216.80,     37317.25,     36530.00,     36681.40,-425.0
28,,Nifty MNC,     19130.40,     19130.50,     19215.40,     18963.95,     19035.85,-94.55
29,,Nifty Pharma,     13682.70,     13695.90,     13712.75,     13415.75,     13454.90,-227.8
30,,Nifty PSE,      4126.75,      4136.30,      4163.90,      4127.35,      4150.85,24.1
31,,Nifty PSU Bank,      2801.65,      2803.45,      2826.50,      2779.05,      2794.95,-6.7
32,,Nifty Serv Sector,     25171.00,     25151.40,     25183.20,     24769.60,     24937.80,-233.2
33,,India VIX,17.8175,17.8175,18.4500,17.3200,17.7900,-0.0275
34,,Nifty Auto,     11681.40,     11665.25,     11750.55,     11525.15,     11583.20,-98.2
35,,Nifty Metal,      5801.10,      5814.75,      5870.55,      5789.05,      5831.15,30.05
36,,Nifty Media,      2324.60,      2328.60,      2339.55,      2296.85,      2308.30,-16.3
37,,NIFTY SMLCAP 100,     11688.95,     11697.30,     11790.75,     11656.50,     11683.65,-5.3
38,,Nifty 200,      9509.85,      9504.20,      9513.20,      9382.95,      9435.90,-73.95
39,,Nifty Div Opps 50,      3810.35,      3807.65,      3815.70,      3758.60,      3777.40,-32.95
40,,Nifty Commodities,      5992.10,      6000.70,      6025.20,      5957.80,      5990.65,-1.45
41,,Nifty Consumption,      7074.30,      7088.45,      7109.65,      7007.65,      7046.45,-27.85
42,,Nifty Fin Service,     18269.95,     18286.15,     18319.00,     17988.00,     18137.95,-132.0
43,,Nifty50 Div Point,       156.26,       158.74,       158.74,       158.74,       158.74,2.48
44,,Nifty100 Liq 15,      4572.00,      4575.35,      4587.25,      4516.45,      4547.75,-24.25
45,,Nifty CPSE,      2448.85,      2457.95,      2475.50,      2451.35,      2466.95,18.1
46,,Nifty GrowSect 15,      7680.00,      7686.60,      7712.50,      7544.70,      7573.20,-106.8
47,,Nifty50 PR 2x Lev,      9406.75,      9387.45,      9401.40,      9102.05,      9215.45,-191.3
48,,Nifty50 PR 1x Inv,       247.45,       247.70,       251.45,       247.55,       250.00,2.55
49,,Nifty50 TR 2x Lev,     12797.55,     12774.85,     12793.80,     12386.55,     12540.85,-256.7
